nose_x,nose_y,shoulder_r_x,shoulder_r_y,shoulder_l_x,shoulder_l_y,elbow_r_x,elbow_r_y,elbow_l_x,elbow_l_y,wrist_r_x,wrist_r_y,wrist_l_x,wrist_l_y,torso_up_x,torso_up_y,torso_low_x,torso_low_y,hip_r_x,hip_r_y,hip_l_x,hip_l_y
629.626926464432,418.4947594581,540.035958876022,497.812848885225,675.248244917079,500.556527523244,521.261000346869,610.630873466456,689.018439501472,616.66631370453,558.801700297536,699.653260643144,620.854309527527,708.286901928289,610.50685665901,492.037539653411,606.872071533502,558.644605705825,551.872270970708,637.516255527574,653.89989047039,644.113731461376
628.38567011894,418.024285968539,539.916281931273,497.677029269951,675.677101320955,500.516694099225,521.031631976744,610.380116960112,689.012556531207,616.994804633912,558.878563718289,699.847250056082,620.518857002975,708.270667090487,610.72000036312,492.071912804394,606.989153565778,558.769181228743,551.854376669882,637.381327685537,654.040317789181,644.170248290621
626.713953557945,417.212794530543,540.169889862317,497.451724926495,676.005364645286,500.716324375597,521.098152983502,610.621197681571,689.2554932028,617.283959140799,559.001205953753,699.848696248449,620.491960551114,708.294205092072,610.911696075515,492.117008923499,607.065670323103,558.896514237044,551.850611216431,637.191169881161,654.095431080828,644.199333575814
625.268399330153,416.490657909904,540.274613406367,497.272546368789,676.349989791371,500.873667389514,521.201707447039,610.763998111875,689.340873213721,617.577655099826,559.072279888038,699.847731493325,620.388370873112,708.302807180135,611.01602433901,492.160701568741,607.113119126756,558.973174862134,551.854145038143,637.043142866981,654.140925710246,644.288351963083
623.880309355519,415.847080208731,540.448366150893,497.078901372702,676.573074328875,501.050363194776,521.358796840969,610.836158449832,689.386779068959,617.799204603834,559.091983775855,699.780256603984,620.334800238597,708.388033039266,611.022885151744,492.180906017514,607.148722666036,559.047712235354,551.882137862911,636.863518574711,654.094459064066,644.282211972004
622.46588820854,415.284001655376,540.642750200189,496.88022169268,676.773807019903,501.241136479906,521.574551289139,610.872171128161,689.375117306645,618.012232123277,559.038528514316,699.704317367594,620.284123625993,708.443283444169,610.939915707805,492.186523251786,607.1618509261,559.093241990287,551.89236922207,636.731117869818,654.07020338701,644.313710384668
621.19501208725,414.788230675154,540.754654755642,496.709166385139,676.925777878892,501.358484572273,521.778158063736,610.827079342447,689.293653246018,618.194719704805,558.953912195449,699.663151285866,620.18102465779,708.515283116332,610.785075711151,492.202887295975,607.146348217313,559.123593383286,551.902535725734,636.615442673697,654.043569239272,644.426661353514
620.029734011196,414.3489102459,540.801966465185,496.574541834245,676.948138100809,501.39506755263,521.880009860214,610.653886050304,689.194749843874,618.237947335045,558.876531120623,699.654897024547,620.057561119054,708.640450859155,610.551004952026,492.208707734818,607.120207462499,559.172205182001,551.934137021792,636.481953026114,653.954449830614,644.48951909242
618.713725203015,413.903264182406,540.843455521809,496.483904300281,676.896610443571,501.427581945666,521.900322779398,610.464955145009,689.142486121267,618.165231204545,558.823857925037,699.662313447665,619.991287920679,708.711939640552,610.294063889759,492.194193375585,607.11134128898,559.216781810774,551.963292483221,636.402867280296,653.849833210286,644.479313127049
617.195743955605,413.37518854254,540.832045564584,496.460833258927,676.822477491813,501.414039417953,521.888042695477,610.378942116036,689.10401394325,618.06908442144,558.814334457844,699.70746892215,620.022633849628,708.696715556528,610.101037127339,492.181636909409,607.117618380141,559.224249466297,551.91746071531,636.404524887209,653.793967915818,644.541937104337
