nose_x,nose_y,shoulder_r_x,shoulder_r_y,shoulder_l_x,shoulder_l_y,elbow_r_x,elbow_r_y,elbow_l_x,elbow_l_y,wrist_r_x,wrist_r_y,wrist_l_x,wrist_l_y,torso_up_x,torso_up_y,torso_low_x,torso_low_y,hip_r_x,hip_r_y,hip_l_x,hip_l_y
723.794460355829,382.742373046845,649.78879719899,475.667446029699,808.573205640546,470.400456413094,632.740683497396,599.259861886614,822.226698183752,600.471131955946,677.590342905713,678.017257498283,823.305906430349,706.250418952081,729.518896518173,462.929229450299,732.220015194626,532.29949361851,670.924007004883,654.531327940473,804.149376783527,665.074305458605
723.205342709586,382.971957777655,649.915862099887,475.5134575394,808.514201872057,470.298178225395,629.927501078157,599.474170422411,822.270598643758,600.598403231014,682.416370517369,667.674853481928,823.259503923793,706.467664946143,729.323189583673,462.846930283434,731.670057550137,532.901383363559,668.772192671045,660.22772503114,803.392486684888,667.589992646524
722.626450408331,383.273595729195,650.081308829921,475.199982292605,808.316489084071,470.142591740943,627.390632208034,598.963894480344,822.154438656928,600.709500040287,687.359465901788,656.187870339893,823.112490713338,706.830330927369,729.137422480128,462.800941943725,731.251453875206,533.895088018567,667.154034699995,664.466366467758,802.319714665621,670.22980776873
722.128076451245,383.620494923339,650.19657810537,474.776841706074,808.039571294461,470.078355928462,625.188265510483,598.132608840026,821.773389110589,600.92966729604,692.43731040179,644.342425586261,822.939293951731,707.329247394458,729.020650274283,462.721592096407,730.811175993854,534.743539114034,664.751097321708,669.20122160595,801.220642288627,672.253088289897
721.787197683164,384.02194979382,650.262202077383,474.234606484423,807.831371490036,470.199372958456,623.388166124985,597.290414233121,821.248346412645,601.0206983216,697.943601828894,633.713835328525,822.793269205124,707.802910680146,728.925471872858,462.572175347827,730.337667732637,535.661123926367,662.320310845081,672.714744336022,800.12030957806,673.174772337346
721.542700592041,384.401605384021,650.354500284941,473.533408551942,807.678660430767,470.431976001683,622.317018409288,596.540894777916,820.744313203196,601.018479499768,703.130096248297,625.742722138399,822.704010057383,708.111076675745,728.832432510388,462.432968110566,730.064501703545,536.475596756458,661.696801000686,671.45189426062,799.302308676286,672.530152938822
721.407801333367,384.703413677913,650.474365399746,472.840520960583,807.546850524922,470.770473698386,622.003226017697,595.996494687295,820.266679057995,601.176935971994,707.150974557537,620.442670647714,822.691172636389,708.238405118228,728.795049557582,462.260010564924,729.923595278886,536.478651912302,661.886715768653,668.671217908613,799.032935452782,670.942315523989
721.446337444859,384.955238752202,650.694419533691,472.228863867185,807.526312188655,471.20161683439,622.175398572522,595.675443666782,819.925492359335,601.387329661223,710.676252843581,617.549058560235,822.743151276548,708.183959227701,728.807588145083,461.996259031371,729.729026512614,535.855255069308,661.644606658227,668.350179398769,799.011672552649,669.94901095842
721.608753970554,385.147292589419,651.072188976333,471.616498368008,807.618390209798,471.574278475018,622.623802146252,595.365762060501,819.834978326644,601.397759429042,713.914924947223,616.953191374941,822.859553733649,707.93797453758,728.819360442121,461.828622700845,729.580434805856,535.330361523074,661.332299570933,669.174050281356,798.878047799781,670.058923829559
721.835491873759,385.278681078461,651.453394650316,471.067202514838,807.707821657407,471.802659752142,623.193552620461,594.87691011275,819.856280172063,601.298773337524,715.992762485264,617.506740715484,823.028068287894,707.571985133611,728.836374493625,461.861732407318,729.617198929829,534.901524078309,661.179717333194,669.579413826528,798.706828562649,670.774093874181
722.122272556822,385.40487987309,651.724752849256,470.622658038009,807.753961747914,471.915337932663,623.724164652816,594.15074385619,819.905856610963,601.231021315032,717.47112678079,617.796140470455,823.197484792908,707.185303503919,728.906056356857,461.935841687208,729.750113352214,534.123885878971,661.208296891359,670.022586770328,798.601066705637,671.713980105425
722.44483959595,385.54677935471,651.925989884614,470.172053945773,807.775096552013,471.912132262508,624.127503056073,593.057972598124,819.9859661135,600.985836396757,719.271444245312,617.282112969846,823.375028473423,706.81942256747,729.05359282401,462.006989552971,729.766016964197,532.926872782591,661.575172572141,670.310497272469,798.476793542445,672.287574431631
722.758537017532,385.729327646514,652.042612654115,469.61235100214,807.770325612018,471.821976666795,624.385610332086,591.315200875757,820.005367157851,600.518480234838,720.729092271428,615.296419559349,823.609191838424,706.547083513913,729.239377014715,462.172692677386,729.679322722494,531.613996504006,662.204082147267,669.64384869478,798.392076223905,671.778076715845
723.039663757474,385.992156907955,652.11330147608,468.87034736062,807.71723682364,471.717964881976,624.404141186158,588.422731113176,820.082180943638,600.162528146368,721.522286584819,610.852335204844,823.855589878072,706.465065524195,729.389905097057,462.3290152955,729.722792532262,530.451190659332,662.899300278332,668.521328423682,798.490782314644,670.267275696825
723.270780356842,386.327184389128,652.331869584545,468.066025431464,807.575756426302,471.594831910019,623.993551974645,583.858965658973,820.335438868549,600.022237878311,722.066089725619,603.763584986368,824.027973444996,706.509071161971,729.458730910959,462.313904693195,729.912537889798,529.686726586894,663.514068916884,667.873878690309,798.708564607673,668.415038225125
723.409234016412,386.740775825732,652.630166001197,467.290352641845,807.354999845625,471.457664483354,623.080380756794,577.551397179511,820.503858869107,600.119629030385,722.336990407631,594.145512610648,824.121038936344,706.555629630209,729.472410593791,462.325835031122,730.190431837208,529.321867686612,664.004458924423,667.216906160178,798.95569479167,666.706143761948
723.456085282055,387.241953936498,652.827559082739,466.254251824192,807.126645488033,471.380697216425,621.734211297405,569.549418931708,820.526528870919,600.550208335572,722.326781337651,581.739157132967,824.146689883884,706.605154908546,729.536878400318,462.635909427678,730.529923774881,528.537325690797,664.34228008045,666.118245857735,799.273709676462,665.526116736103
723.459504933448,387.78192328518,653.206771420166,465.071945356651,806.93921445984,471.347853894811,620.027071499142,559.614122422667,820.606144875848,600.997291657205,721.06202646979,566.77020936301,824.046918545222,706.594977906693,729.631990411547,463.007088354418,730.752755378298,527.032054882659,664.499715530009,665.348107383512,799.577969892302,665.199604981799
723.409421247264,388.319720063631,653.495508785935,463.8696795156,806.83899334141,471.329332524929,618.119196902777,547.972475422649,820.586213419368,601.192392507484,717.393751850791,549.508130139249,823.799215284671,706.393003149576,729.760425565993,463.238186955237,731.166384861488,525.964386875328,664.56129829006,664.972604175478,799.675098257303,665.545652210228
723.361122712798,388.838878329193,653.049461357012,462.177632349516,806.854200761712,471.384966453888,616.179793451951,535.166461525871,820.35003490599,601.190014361321,713.318022008843,529.573938215053,823.50130227206,706.057335142204,730.266341619701,463.685812832504,732.108181415997,525.457832683251,664.553184010278,664.38225982998,799.623498219889,666.064775875894
723.356628919566,389.254996409208,653.283013006317,461.244003002988,806.874629535281,471.43532014852,614.199168173662,520.86223475365,820.140632718278,600.742546806475,710.930187542886,507.755980617841,823.228957371163,705.712902390716,730.93126347851,464.146424043513,732.749835013331,524.5284309271,664.419139901561,663.894085237585,799.650109478323,666.458798376946
723.223072309862,389.396443445343,655.483753574198,462.450734400302,806.818617871918,471.327355540749,612.376035128732,504.755807782127,820.024931944083,599.842216723573,708.946904116069,485.693655334697,822.968858730732,705.402262267814,730.820236068597,463.834766312164,732.641076219611,524.055867135367,664.213270221972,663.836421880078,799.710786323548,666.545055457202
723.128228443402,389.260468170606,657.957813913472,463.477062438213,806.76751096748,471.145263022283,611.129886005025,487.777268497179,819.940968123992,599.064063823362,707.146906930211,463.525741833485,822.76371086128,705.199662278296,730.125786824821,463.176952045681,732.487529637503,524.87270831739,664.039770421189,663.80460573562,799.635610773584,666.327076269877
723.485146941913,389.192830476962,660.155389453687,462.885039589682,806.645211828284,470.99505193551,610.429858140231,470.928876084664,819.918855312638,598.490358873272,707.008790621894,441.559115494789,822.710279425233,705.107909526266,729.748361536636,463.014813328931,732.089448986503,525.282122153357,663.908240172511,663.696150924938,799.595376504999,666.238215373867
723.932661005713,389.476393563869,663.339344807031,462.434279481882,806.276182427154,470.786892077169,610.113921008633,454.766350114494,819.908631608619,597.894817438763,707.322971290515,421.296765759137,822.808165427933,705.031754235559,729.368071045896,462.779408256536,731.051654398814,524.527625811134,663.730412099263,663.683422850455,799.756797087159,666.496631405599
724.020106009246,390.057558192059,665.977094400834,461.271810957428,805.824334984744,470.545434328251,610.389873960044,440.150056865432,819.904213871403,597.553340034657,706.600933405784,402.743919209408,822.971904528864,704.975145860611,728.779300344186,462.098864243249,730.438704638189,524.148761455097,663.482723581621,663.709298168551,799.897189712588,666.707899092369
724.078465593188,390.86976220099,666.518576864373,458.010123555849,805.478766151708,470.435789877785,611.087383217234,427.625420874889,819.939413382072,597.590142839603,705.990215758359,385.18288744321,823.120855446588,704.923994286565,728.833709685488,461.731627015886,730.746215576645,524.5826669221,663.228468763085,663.858684577728,799.964454364762,666.716886218146
724.072929124025,391.797041568633,666.798101741333,455.311822023785,805.096431082181,470.407404514774,611.620009939627,416.804638172238,819.931132218467,597.6943841404,706.359974644199,369.262611262519,823.191133551528,704.795500209347,729.410643947748,461.58119742456,731.126381743406,524.911006786336,662.934866894878,664.168610852553,800.153966448536,666.809353959035
723.589856400714,392.515050432013,667.785047915418,454.770921489292,804.67130809506,470.281941200303,611.958872359462,407.113839774438,819.877036595406,597.795309059383,707.310875209672,355.345892994298,823.134591921977,704.670896494198,729.602599734498,460.961133234975,731.311119767185,524.960466355533,662.619852312077,664.342828913634,800.288838854267,666.922273894473
